Cocktail Name,fresh squeezed pineapple juice,maurin quina,fresh cider,brown sugar syrup (2:1),briottet creme de mure (blackberry),pilon syrup,mango flavored rum,ancho reyes ancho chile liqueur,cucumber,clarified coconut sugar blood orange cordial,cointreau,sweetened apple cider,japanese whisky,house-made rasta bitters,mansinthe absinthe,fee brothers celery bitters,pear flavored vodka,dry curacao,ginger zest,fresh sweet n' sour mix,spiced apricot syrup,islay scotch,fresh cream(not whipped),brachetto,nori-infused sake,nikka coffey grain whisky,pressed apple juice,calisaya,ipa,peach shrub,fresh egg white,apple & cinnamon-infused karlsson's gold vodka,brandy de jerez (foie gras-infused),luxardo aperitivo,caster sugar,pepper corns,chinaco reposado tequila,j. t. taylor's falernum,sea salt tincture,rose wine,monin cane syrup,fever-tree soda,tempus fugit alessio vermouth di torino rosso,spiced apple shrub,the bitter truth xocolate bitters,cinnamon,calvados,karlsson's gold vodka (coffee-infused),strega,lime sour,clement creole shrubb,lime sweet n' sour mix,coco kj (house-made coco lopez),banks 5 island rum,noilly prat dry vermouth,nux alpina walnut nocino liqueur,tempus fugit creme de menthe glaciale,new york apple whiskey,rich wild sage honey syrup,d.o.m benedictine,fresh lime,old potrero straight rye whiskey (toasted coconut infused),chinese five spice bitters,lemongrass ginger syrup,tuaca,orange cream citrate,sugar rich simple,pear bitters,luxardo bitter bianco,vieux pontarlier absinthe francaise superieure,don cesar pisco,white port,oloroso sherry,sweetened condensed coconut milk,demerara,rye whiskey,cinnamon syrup,extra dry vermouth,grapefruit juice,lager,tempus fugit alessio vermouth chinato,blended lightly aged rum,genevieve gin,fee bros orange bitters,clover honey syrup,chateau de montifaud cognac vs,fragoli strawberry,amaro nonino quintessentia,house-made apple pie bitters,bourbon,nikka coffey grain whiskey,cinnamon stick,fresh apple juice,barsol primero quebranta pisco,fever-tree tonic water,demerara syrup (2:1),new york apple whisky,doug fir riesling syrup,peychaud's bitters,ginger ale,white peach puree,fig-infused c. drouin calvados selection,fever-tree lemonade,peach brandy,bittercube door county hop bitters,chocolate bitters,coconut water,blanco tequila,mandarine napoleon,citric acid,nikka whisky yoichi single malt 15 yo,dubonnet rouge,simple syrup (2:1 sugar water),olive juice,meyer lemon juice,miracle mile forbidden barrel aged bitters,cane sugar syrup,fee brothers black walnut bitters,italian sparkling water,strawberry & black pepper shrub,grape juice,montenegro amaro liquore italiano,peated kola nut tincture,dolin genepy,the genuine curacao liqueur orange,bittermens boston bittahs,cream (half & half),finely chopped drained stem ginger in syrup,cola,woodchuck pumpkin cider,ginger/cardamom/honey syrup,gooseberry jam,tempus fugit creme de noyaux,junipero gin,agave nectar,pineapple gum,matcha tea,manzanilla sherry,honey jalapeño syrup,light rum,st. germaine elderflower liqueur,pierre ferrand dry orange curacao,bittermens hopped grapefruit bitters,chamucos blanco tequila,lychee juice,yellow chartreuse,house-made simple syrup,house-made yellow shaw-treuse,rhubarb cucumber & mint-infused junipero gin,whole peppercorns,cold-brew coffee,orange flower water,pomegranate syrup,small hand foods gum syrup,thai basil syrup,coconut rum,tempus fugit kina l'aero d'or,barolo chinato,benriach madeira 15 yo,fernet-branca,fresh lime juice,wild hibiscus tea,milk,luxardo anisette,luxardo amaro abano,pumpkin-infused glenrothes vintage reserve,prickly pear puree,leopold bros. bitter,orange blossom water,house-made green apple purée,blanc vermouth,yuzu juice,lemon-celery bitters,ypioca brasilizar cachaca prata reserva especial,egg whites,tonic,breck bourbon,herbal liqueur,australian bitters company aromatic bitters,belle brillet,napoleon amontillado,avua amburana cachaça,genepy,sweet marmalade,luxardo bitter,black salt tincture,cardamom syrup,the bitter truth orange bitters,fresh grapefruit juice,drambuie,vanilla ice cream,bywater spice mix,luxardo cherry syrup,horchata,byrrh grand quinquina,apple brandy,elderflower liqueur,fresh-pressed lemon juice,the genuine curacao liqueur blue,white dry white(preferably sauvignon),briottet creme de framboise (raspberry),fever-tree indian tonic,mint sprigs,liquid alchemist orgeat,amaro sibilla,round pond meyer lemon syrup,chateau de montifaud cognac xo,lustau oloroso sherry,sugar syrup,nocino,el guapo tonic bitters,krogstad aquavit,grenadine,etter zuger kirsch,rittenhouse straight rye whisky,ale,amontillado sherry,heavy cream flavored with hum liqueur,red wine,small hand foods pineapple gum syrup,crème yvette,house cola syrup,luxardo cherry syrup (from jar of cherries),hangar 1 buddha's hand citron vodka,guava nectar,breckle's brown ale,don's mix,vanilla powder,domingo perez marin 'la guita' manzanilla sherry,blended aged rum,funkin passion fruit puree,gossling's 151 rum,pistachio syrup,lustau pedro ximénez sherry,lazzaroni amaro,bols genever,lemon,grand marnier,bay leaf-infused honey syrup,lillet blanc,lemon bitters,black peppercorns,champagne,sherry,turmeric coconut cream,honey cinnamon syrup,demerara syrup,tempus fugit alessio vermouth bianco,cranberry bitters,anchor liberty ale,bittermens xocolatl mole bitters,pomegranate juice,agave syrup,mexican coca cola,rich simple syrup (2:1 sugar to water),dry amontillado sherry,fever-tree bitter lemon,casoni 1814,ginger brown,alvear px sherry,junmai sake,benriach single malt 12 yo,pear watercress puree,angostura orange bitters,winter spice brown sugar syrup,jamaican rum,lychee puree,creme de cacao,scrappy's aromatic bitters,egg,small hands food orgeat,homemade orgeat,cognac,orange juice,gomme syrup,barr hill gin,brut champagne,café moka,fentimans ginger beer,bittercube corazon bitters,salers gentiane aperitif,hibiscus/rose syrup,fresh ginger syrup,b.g. reynolds cinnamon syrup,pierre ferrand curaçao,liqueur de violette,amaro angeleno,single malt scotch,semper fi white whiskey,graham's 20 year tawny port,rooibus tea (steeped and cooled),chinaco blanco tequila,nutmeg,tempus fugit gran classico bitter,karlsson's gold vodka (root-infused),fresh pomegranate juice,amaro,montelobos mezcal,cherry herring,triple sec,fresh lime sweet n' sour,barr hill honey gin,dry sparkling wine,house-made allspice dram,mole,wild turkey 101 rye,coconut milk,oatmeal-infused karlsson's gold vodka,charbay ruby red grapefruit vodka,fee bros lemon bitters,clarified milk,sparkling water,bergamot tea foam,brandy de jerez,demarara simple syrup,chinaco anejo tequila,oloroso & moscatel blend,pot still-style irish whiskey,honey-pear liqueur,leopold bros. sour apple liqueur,smith & cross,verjus blanc,cream (steamed as for a cappuccino),soda water,rubarb bitters,rye or bourbon whiskey,prata cachaca,orange marmalade,h by hine (brown butter-infused),bonded rye,rothman & winter orchard pear liqueur,amaro di angostura,anchor california lager,blood orange juice,ginger-vanilla syrup,ypioca brasilizar cachaca prata classica,bob's vanilla bitters,ginger syrup,salt tincture,nigori sake (unfiltered),tomato juice,spirit works sloe gin,el dorado 12 year old rum,branca menta,luxardo espresso italian liqueur,lo-fi gentian amaro,bar keep baked apple bitters,truffle tincture,monin french raspberry syrup,pineapple sorbet,madeira,apricot brandy,bitter,orgeat,dry vermouth,orange liqueur,cranberries,blood orange vanilla mint puree,cocchi americano,champagne or prosecco,agave syrup (1:1 agave to water),pasteurized egg white,chateau de montifaud pineau des charentes rose,don ciccio & figli concerto,kosher salt,tippleman's barrel smoked maple syrup,ginger beer,chilled dry champagne,minta soda,rich simple (2:1),red vermouth (antica formula),rothman & winter orchard apricot liqueur,jasmine tea/rice-infused junipero gin,creole shrub,gran duque d alba solera gran reserva brandy,rich simple syrup (2:1),compass box great king street glasgow blend,lemon verbana simple,chamomile tea syrup,carpano antica vermouth,round pond blood orange syrup,simple syrup (2:1),reed's premium ginger brew,simple syrup (1:1),beet sugar water,copper & kings absinthe,raspberry jello packages,espresso coffee,snake oil's house-made sarsaparilla syrup,english harbour rum,green chartreuse,fever tree ginger beer,luxardo sangue morlacco cherry liqueur,bourbon rye,luxardo triplum (triple sec),no.3 london dry gin,clover's gingersnap,good quality sharp lemonade,luxardo slivovitz,rhubarb infused gin,giffard crème de pêche de vigne,golden sesame honey,chateau de montifaud cognac vsop,luxardo maraschino liqueur,fee brothers gin barrel aged bitters,bittermens elemakule tiki bitters,hamilton black jamaican pot still rum,the bitter truth jerry thomas bitters,walnut liqueur,acacia honey syrup,lustau east india solera,cinnamon-clove syrup,rhum agricole,strawberry juice,rich demerara simple syrup,hazelnut cinnamon syrup,kalani coconut liqueur,c. drouin calvados selection,celery shrub,coriander tincture,dr. adam's boker's bitters,basic house lemonade,mandarine napoléon,marrakesh mint tea,pastis prado,tequila,pomegranate cordial,vanilla syrup,fresh lemon juice,luxardo orgeat syrup,bar keep lavender spice bitters,martini & rossi sweet vermouth,hangar 1 vodka,sparkling apple juice,black licorice-infused angostura bitters,fever-tree ginger beer,noilly prat ambre vermouth,westland american single malt,house-made roasted banana bitters (or bittermens tiki bitters),orange marmalade syrup,bloody mix,miso washed white rhum agricole,lavander syrup,perfect puree white peach,bitter lemon soda,bulleit rye,old overholt straight rye whiskey,benedictine,bittercube bitters jamaican #2,dolin dry vermouth,reposado tequila,tempus fugit creme de cacao,hine rare vsop,citric acid or lime juice,monin strawberry puree,kombu tincture,seedless blackberry jam,egg white,milk powder (or cream),white peach & orange chamomile infused sweet vermouth,hard apple cider,cherry-infused vodka,mai tai mix,chateau de montifaud xo silver,house ginger beer,glenrothes vintage reserve,mendolera,root 23 cherry almond simple syrup,monin apple puree,grapefruit bitters,barsol selecto italia pisco,fresh cantaloupe juice,boiling water,lemon lime soda,fresh cucumber juice,potato juice,orgeat (almond) syrup,cherry brandy,lime juice,maple syrup,peche de vigne,fresh shibori yuzu juice,house-made slivovitz (plum brandy),cream of coconut,fresh coconut water,jasmine green tea,california poppy oil,pineapple gomme syrup,zirbenz stone pine,st. george absinthe,house-made organic pear syrup,calisaya liqueur,black tea syrup,hella hula bitters,pink pigeon rum,darjeeling simple syrup,tonic water ice cubes,ca' secco sparkling,tart cherry juice,lavender syrup,van gogh blue vodka,no.3 london dry gin or h by hine,old overholt rye,honey syrup (local honey cut 2:1 with water),real lemon juice,strawberry-raspberry simple syrup,pumpkin puree,sc demerara syrup,fresh pineapple juice,apricot-infused h by hine,fresh sweet n' sour,dry oloroso sherry,dolin vermouth,chili tincture,fair goji berry liqueur,cold water,belstar sparkling rose,lustau amontillado sherry,fuji apple cider,pontarlier anis,strawberry shrub,grade-a maple syrup (prefer mcclure's),cold blue bottle coffee,tempus fugit abbott's bitters,clove tincture,nikka whisky taketsuru pure malt 12 yo,contratto bianco vermouth,averna amaro,apple water,bacardi superior rum,cold-pressed apple cider,wild turkey 101 bourbon,chareau liqueur,everclear,gin,dill cordial,d'aristi xtabentun honey liqueur,raspberry/white pepper syrup,hibiscus simple syrup,old potrero straight rye whiskey,no. 209 gin,honey syrup (1:1 honey & water),house-made tarragon tincture,espresso powder,burned demerara sugar syrup,bonal,toasted coconut tincture,braulio amaro,honey-ginger syrup,barsol selecto acholado pisco,napa valley moscato late harvest (mondavi moscato d'oro),jummai ginjo sake,barsol supremo moste verde italia pisco,mathilde orange xo liqueur,vanilla,thyme simple syrup,vodka,fresh pressed apple cider,chai tea,maestro dobel diamante tequila,habanero tincture,rare wine co. charleston sercial madeira,velvet falernum,peach bitters,cherry bitters,brown sugar,jamaica basil flower syrup,old forester bourbon,black pepper,pear sage foam,dolin blanc,rich brown sugar simple syrup,cinnamon-candied ginger syrup,green tabasco,peach puree,nikka whisky taketsuru,campari,double cream,fresh squeezed lime,luxardo apricot liqueur,hophead vodka,hibiscus syrup,castelvetrano olive brine,apple cider,cacao,nikka coffey malt whisky,prichard's lincoln county lightning,vya dry vermouth,cinnamon bitters,orchard syrup,tempus fugit alessio vino chinato,mancino vermouth secco,demitri's bloody mary seasoning,bittercube cherry bark vanilla bitters,luxardo fernet,fresh lemon,cane sugar,hepps ghost pepper salt,salt,citrus agave blend,kummel liqueur,apple-infused wild turkey bourbon 101,germain-robin absinthe,tempus fugit liqueur de violettes,sage-cilantro-lime syrup,condense milk,pusser's rum,amer picon,batavia arrack,london dry gin,fever-tree sparkling lemon,cocchi americano rosa,unfiltered apple juice,seltzer,anchor christmas ale 2016,old vine zin,pineapple-infused mezcal,coconut cream,sherry vinegar,passion fruit juice,vanilla marinade,chamomile tea-infused noilly prat dry vermouth,rich coffee syrup,gran classico,simple syrup (equal parts sugar and water),cinnamon wineshine brandy,cinnamon tincture,simple syrup (1.5 : 1),lemon sour,plymouth gin,avuá prata cachaça,tonic water,ardbeg ten,orange-scented maple syrup,luxardo amaretto di saschira,sugar,hidalgo la gitana manzanilla sherry,castilian tincture,fee brothers orange flower water,scrappy’s lime bitters,pure cane simple syrup,fresh strawberry juice w/ xanthan gum,spiced kuri squash purée,yogurt liquor,orange peel,celery bitters,sauternes,absinthe,jerry thomas bitters,red vermouth,fee bros. rhubard bitters,dry riesling,the bitter truth grapefruit bitters,avua cachaca prata,coconut vinegar,boker’s bitters,almond milk,chocolate liqueur,giffard pamplemousse,pear brandy,aperol,coconut pistachio puree,regans' orange bitters no. 6,simple syrup,sparkling wine,chocolate mole bitters,fresh grapefruit soda,carpano antica,fresh orange juice,perfect puree apricot,sioux city sarsparilla soda,pineapple syrup,ancho reyes chile liqueur,bar keep fennel bitters,cinnamon-chipotle syrup,lime,almond extract,fresh passion fruit,fee bros rhubarb bitters,seersucker gin,molasses,noyeau de poissy  b,grapefruit flavored vodka,rock & rye,lemonjuice,f. meyer mirabelle (yellow plum),basil-infused white rum,dijon blue curaçao,almond cream soda,woodford reserve double oaked,barsol perfecto amor (aperitif wine),tempus fugit alessio extra dry vermouth,mandarin orange,carbonated water,d'arisit xtabentun honey liqueur,chilled club soda,cannella cinnamon cordial,orange liquor,john d. taylor's velvet falernum,clear creek kirschwasser eau de vie,sweet vermouth,vermouth del professore,lemorton pommeau de normandie,averna,ginger liqueur,luxardo sambuca dei cesari,fresh lemon juice (optional),rich honey syrup,pimms,brandy,aged rum,white rum,fee brothers rhubard bitters,lemon curd (or a large bar spoon),peach juice,7-spice syrup,fresh squeezed lemon juice,rhubarb juice,barley tea-infused nikka coffey grain whisky,regans' orange bitters,rhubarb syrup,briottet creme de banane,fig & cinnamon syrup,glenrothes,fresh squeezed lime juice,jack daniel's,compas box great king street blended scotch whisky,topo chico mineral water,el tesoro reposado tequila,bay leaf syrup,cocchi vermouth di torino,jalapeno-orange simple syrup,soy milk coffee foam,cardamaro,cinnamon honey syrup,orgeat syrup,coconut foam,cava,h by hine,granny smith apple juice,yuzu-infused vieux pontarlier absinthe francaise superieure,watermelon,gordy’s cocktail pickle brine,cream,agave,luxardo sour cherry syrup (previously amarena),chilled dry white wine,serrano pepper syrup,reisetbauer carrot eau de vie,vermut vermouth,seltzer water,pear syrup,demerara simple syrup (1:1),dolin rouge vermouth,ypiòca,falernum,puer black tea,ancho reyes,real cranberry juice,spring water,bitters,snake oil's house-made pomegranate bitters,luxardo maraschino cherry/cherries,simple syrup (optional),prosecco,apricot eau-de-vie,fee brothers aztec chocolate bitters,earl grey syrup,black rum,luxardo limoncello,fresh lime sweet n' sour mix,orange cordial,cranberry juice,pomegranate liqueur,small hand foods orgeat,honey,amargo vallet,yuzu,duplais swiss absinthe verte,acid phosphate,strawberry syrup,bombay dry gin,kaffir tincture,apple cider reduction,lacuesta blanco vermouth,rhum agricole-style,fee brothers cranberry bitters,broker's gin,quady muscat wine,bottle karlsson's gold vodka,blood orange sorbet,demerara sugar,sparkling rose,grade-a dark maple syrup,giffard banane du brésil,fee brother's orange bitters,beet thyme reduction,bittermens hellfire habanero shrub bitters,bittermens orange cream citrate,angostura bitters (optional),green hat spring/summer gin,ancho chile-infused simple syrup,tempus fugit spirits alessio vermouth di torino,fever-tree tonic,vanilla agave nectar,baked apple bitters,pineapple juice,angostura bitters,j.h. cutter whisky,c. drouin pommeau de normandie,rose poached pear syrup,house-made honey syrup,hot coffee,esprit de june,christmas spirit,ginger-cinnamon syrup,bittercube cherry bark bitters,jalapeño syrup,sweetened condensed milk,punt e mes,old fashioned bitters,garrison brothers flagship bourbon,mole bitters,d'aristi 10 yr rum,rittenhouse rye,lemon juice,whiskey barrel aged bitters,hirsch small batch reserve bourbon,pedro ximenez sherry,cyril zangs double zero eau de vie de cidre,blended scotch,watermelon liqueur,cynar,fenteman's ginger beer,dale degroff's pimento aromatic bitters,bittercube jamaican #2 bitters,homemade milk chocolate,fennel bitters,passion fruit syrup,demerara sugar syrup,orange sorbet,ginger citrus agave blend,mulled cider (cooled),plantation pineapple rum,citrus-flavored vodka,briottet creme de cassis,curacao,house-made citrus bitters,homemade irish cream,passion fruit puree,bundaberg ginger beer,club soda,lustau dry olorosso sherry,st. elizabeth allspice dram,bin 27 port,barsol pisco,licor 43,honey syrup,soda,ypioca brasilizar cachaca ouro reserva especial,ypioca cachaca prata,grand poppy liqueur,grapefruit,the king's ginger,rose water,giffard elderflower liqueur,high west oat whisky,rich simple syrup,glenrothes bourbon reserve,el guapo tonic syrup,apple bitters,aviation gin,strawberry,lemon sorbet,15 yo sherry,orange bitters,house-made orgeat,okinawa sugar,black walnut bitters,house-made cranberry syrup,mango juice,salted chocolate bitters,passion fruit (fresh or puree),rhubarb bitters,penny blue mauritian rum,citadelle gin,the genuine curacao liqueur clear,condensed milk,benriach curiositas single malt 10 yo,genever,applejack,dry vermouth infusion,toasted pecan syrup,nikka whisky miyagikyo single malt 12 yo,old tom gin,celery root puree,momokawa organic junmai ginjo sake,luxardo angioletto (hazelnut liqueur),mezcal,gosslings 151 rum,forgery earth day bitters,pineau des charentes,tahitian vanilla bean syrup,house-made spiced pumpkin puree,vanilla flavored vodka,osha falernum,watermelon juice,bittermens 'elemakule tiki bitters,spiced pumpkin butter,monkey shoulder blended scotch whisky,rocoto passion fruit reduction,fresh squeezed ruby grapefruit,heavy whipping cream,demerara syrup (1:1),spiced butter,la quintinye vermouth rouge,lime juice (freshly squeezed),grapefruit shrub,duplais swiss absinthe blanche,giffard abricot du roussillon,st. germain,heavy cream,bittermens burlesque bitters,hot water,banks 5 rum,dancing pines black walnut bourbon,ghost-pepper-infused campari,fino sherry,juice of an orange,whole licorice root,pages elderflower syrup,english harbour rum 5 yo,luxardo liquore st. antonio,thai coconut milk,pumpkin vodka,kaffir lime & tamarind compound syrup,chateau de montifaud pineau des charentes blanc,old forester bonded bourbon,karlsson's gold vodka,aromatic bitters,chateau de montifaud reserve speciale michel vallet,hirsh pinot noir reduction,lemon verbena cordial,king's ginger liqueur,boiron kalamansi juice,lillet rose,fire and damnation bitters,coca-cola,grüner veltliner,house-made roasted banana bitters,pear & celery puree,citric acid solution,xtabentun liqueur (honey,broker's london dry gin,rich cane syrup,absolut vodka
Flor de Amaras,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,30.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,30.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0
